id,reference,color,country,region,appellation,vintage,grapes,alcohol_percent,bottle_size_l,sweetness,tannin,acidity,rating,price_eur,producer,stock_quantity
305,WN-1989-LAN-0305-0QZ,orange,France,Languedoc,Faugeres,1989,Rkatsiteli,15.6,1.5,sweet,3,3,82.9,87.82,Domaine Olivier,52
306,WN-1982-RHO-0306-HKT,red,France,Rhone,Cote-Rotie,1982,"Zinfandel, Viognier, Rkatsiteli",13.3,0.375,dry,5,3,80.4,77.06,Bodegas Aubert,82
307,WN-1990-PRO-0307-72U,white,France,Provence,Coteaux d'Aix,1990,"Pinot Gris, Merlot",15.8,1.5,sweet,1,2,90.9,57.19,Cantina Regnier,36
308,WN-2014-PRO-0308-VV4,orange,France,Provence,Cotes de Provence,2014,"Grenache, Tempranillo",11.1,1.5,dry,1,4,81.1,45.51,Domaine Pons,180
309,WN-1999-RIA-0309-QYZ,red,Spain,Rias Baixas,Rias Baixas DO,1999,"Chardonnay, Cabernet Sauvignon",11.4,0.75,sweet,2,1,96.3,92.37,Marani Joly,24
310,WN-1989-RIO-0310-R4K,red,Spain,Rioja,Rioja DOCa,1989,"Riesling, Sangiovese, Syrah",11.9,1.5,off-dry,3,4,89.8,11.21,Chateau Briand,89
311,WN-2025-KAK-0311-FRC,white,Georgia,Kakheti,Kakheti PDO,2025,Rkatsiteli,13.8,0.375,off-dry,5,4,88.0,44.28,Bodegas Vidal,140
312,WN-2014-RIB-0312-QLO,orange,Spain,Ribera del Duero,Ribera del Duero DO,2014,"Semillon, Albarino, Viognier",14.7,1.5,sweet,4,1,91.8,48.98,Chateau Lopes,210
313,WN-2000-BUR-0313-WQH,red,France,Burgundy,Cote de Beaune,2000,"Malbec, Grenache",11.5,0.375,sweet,1,2,93.2,48.03,Cantina Pinto,99
314,WN-2025-PIE-0314-Z3M,red,Italy,Piedmont,Barbaresco,2025,"Viognier, Muscadet",11.0,1.5,off-dry,2,3,81.2,90.6,Maison Menard,0
315,WN-2024-ALS-0315-74F,orange,France,Alsace,Alsace AOC,2024,"Syrah, Rkatsiteli, Malbec",13.0,0.75,sweet,2,2,89.5,22.88,Estate Sanchez,215
316,WN-1984-KAK-0316-GST,red,Georgia,Kakheti,Kakheti PDO,1984,"Merlot, Tempranillo, Gewurztraminer",14.3,0.375,dry,2,4,97.2,89.89,Estate Pichon,159
317,WN-1991-RIB-0317-9UZ,white,Spain,Ribera del Duero,Ribera del Duero DO,1991,"Zinfandel, Merlot",13.9,1.5,dry,5,3,88.2,56.89,Winery Dias,8
318,WN-1989-RIA-0318-W2L,white,Spain,Rias Baixas,Rias Baixas DO,1989,"Sauvignon Blanc, Riesling, Chenin Blanc",13.6,1.5,sweet,1,2,89.4,75.46,Chateau Perrin,175
319,WN-2009-TUS-0319-2JW,orange,Italy,Tuscany,Chianti Classico,2009,"Gewurztraminer, Muscadet, Rkatsiteli",13.1,0.75,off-dry,2,1,93.9,61.78,Cantina Girard,186
320,WN-2019-KAK-0320-J0V,orange,Georgia,Kakheti,Kakheti PDO,2019,Pinot Noir,13.4,0.375,sweet,1,3,85.0,63.5,Cantina Gilles,219
321,WN-1991-KAK-0321-R91,white,Georgia,Kakheti,Kakheti PDO,1991,"Semillon, Gewurztraminer",11.9,1.5,dry,3,1,99.3,61.58,Domaine Gimenez,214
322,WN-1993-RIA-0322-YOJ,orange,Spain,Rias Baixas,Rias Baixas DO,1993,"Sangiovese, Grenache, Riesling",14.8,0.375,dry,2,4,88.0,33.63,Bodegas Garcia,97
323,WN-2008-RIO-0323-J2J,orange,Spain,Rioja,Rioja DOCa,2008,"Rkatsiteli, Sauvignon Blanc",14.4,0.375,dry,5,3,99.1,46.02,Cantina Morin,85
324,WN-2023-RIB-0324-DDQ,white,Spain,Ribera del Duero,Ribera del Duero DO,2023,"Chardonnay, Sauvignon Blanc, Rkatsiteli",14.4,0.375,off-dry,5,1,93.5,84.01,Maison Chrétien,105
325,WN-1982-PIE-0325-4EX,orange,Italy,Piedmont,Langhe,1982,Zinfandel,11.5,1.5,sweet,2,5,92.8,72.27,Chateau Gomez,22
326,WN-1996-KAK-0326-N9J,red,Georgia,Kakheti,Kakheti PDO,1996,"Chenin Blanc, Viognier",14.2,0.75,off-dry,3,3,83.2,12.03,Maison Brun,97
327,WN-2011-KAK-0327-PJB,white,Georgia,Kakheti,Kakheti PDO,2011,Zinfandel,13.0,1.5,off-dry,1,2,90.8,45.97,Chateau Cordier,233
328,WN-2011-VEN-0328-AZ1,red,Italy,Veneto,Prosecco,2011,Malbec,14.2,0.375,sweet,4,3,83.0,36.33,Estate Vallée,147
329,WN-2014-RIB-0329-KB9,orange,Spain,Ribera del Duero,Ribera del Duero DO,2014,Merlot,12.9,1.5,off-dry,1,5,90.7,99.2,Winery Leduc,174
330,WN-1985-JUR-0330-DW0,white,France,Jura,Arbois,1985,"Pinot Noir, Chardonnay",11.9,0.375,off-dry,2,3,93.9,90.16,Winery Benoit,124
331,WN-2017-ALS-0331-9BC,orange,France,Alsace,Alsace AOC,2017,Gewurztraminer,12.9,1.5,sweet,3,4,90.7,84.25,Marani Maréchal,247
332,WN-1993-CHA-0332-6WI,orange,France,Champagne,Champagne AOC,1993,"Sauvignon Blanc, Chenin Blanc, Cabernet Sauvignon",11.7,1.5,dry,1,1,94.7,51.44,Maison Lopez,120
333,WN-2020-KAK-0333-R2H,white,Georgia,Kakheti,Kakheti PDO,2020,Pinot Noir,15.1,0.375,off-dry,5,2,96.7,11.08,Chateau Gaillard,29
334,WN-2000-RIB-0334-1GN,white,Spain,Ribera del Duero,Ribera del Duero DO,2000,Muscadet,13.7,0.75,dry,1,5,83.5,11.01,Cantina Gillet,36
335,WN-1988-RIO-0335-X5O,red,Spain,Rioja,Rioja DOCa,1988,Malbec,14.1,0.375,dry,4,1,80.1,22.04,Chateau Bernard,180
336,WN-2020-KAK-0336-3KP,orange,Georgia,Kakheti,Kakheti PDO,2020,"Sauvignon Blanc, Chenin Blanc",13.1,0.375,sweet,1,5,83.6,52.49,Chateau Perrier,160
337,WN-2013-KAK-0337-G2Y,red,Georgia,Kakheti,Kakheti PDO,2013,Zinfandel,12.8,1.5,sweet,2,4,95.4,67.64,Cantina Aubry,13
338,WN-2022-RIO-0338-DBT,white,Spain,Rioja,Rioja DOCa,2022,Grenache,14.2,0.75,dry,4,3,86.7,81.49,Marani De Sousa,11
339,WN-1987-LAN-0339-2LD,orange,France,Languedoc,Faugeres,1987,Semillon,14.6,1.5,sweet,3,4,84.0,69.3,Winery Renault,58
340,WN-1994-RIO-0340-EZW,red,Spain,Rioja,Rioja DOCa,1994,Gewurztraminer,13.9,0.375,off-dry,2,2,98.6,48.22,Estate Briand,95
341,WN-1982-KAK-0341-F28,white,Georgia,Kakheti,Kakheti PDO,1982,"Muscadet, Grenache, Riesling",11.7,0.75,off-dry,4,2,95.2,25.89,Cantina Grenier,154
342,WN-2013-KAK-0342-U6V,white,Georgia,Kakheti,Kakheti PDO,2013,"Chardonnay, Muscadet",13.4,0.75,off-dry,1,4,94.7,28.43,Winery Foucher,111
343,WN-1982-CHA-0343-08E,red,France,Champagne,Champagne AOC,1982,"Sauvignon Blanc, Grenache",13.1,0.75,off-dry,1,4,89.9,12.89,Maison Berthelot,177
344,WN-2010-KAK-0344-2NQ,orange,Georgia,Kakheti,Kakheti PDO,2010,"Pinot Noir, Albarino, Chenin Blanc",15.3,1.5,sweet,1,4,89.3,18.17,Estate Peltier,47
345,WN-2024-BOR-0345-50B,orange,France,Bordeaux,Medoc,2024,"Sauvignon Blanc, Grenache",12.5,0.75,sweet,5,5,91.5,24.68,Chateau Wagner,158
346,WN-2004-TUS-0346-IER,orange,Italy,Tuscany,Brunello di Montalcino,2004,"Chenin Blanc, Zinfandel",11.2,0.75,dry,5,1,91.2,78.49,Domaine Coulon,85
347,WN-2002-KAK-0347-ZYT,red,Georgia,Kakheti,Kakheti PDO,2002,"Sauvignon Blanc, Nebbiolo",12.4,0.375,off-dry,3,4,89.7,55.03,Chateau Meyer,120
348,WN-2023-RIA-0348-FH8,white,Spain,Rias Baixas,Rias Baixas DO,2023,"Viognier, Chardonnay, Chenin Blanc",11.4,0.75,dry,3,1,82.2,31.21,Domaine Aubert,127
349,WN-2014-VEN-0349-8XO,red,Italy,Veneto,Soave,2014,Gewurztraminer,12.7,0.75,sweet,1,3,83.8,7.09,Bodegas Collet,213
350,WN-2022-VEN-0350-K4F,red,Italy,Veneto,Soave,2022,"Sauvignon Blanc, Cabernet Sauvignon, Chenin Blanc",13.3,1.5,dry,3,2,95.8,26.54,Winery Carpentier,248
351,WN-2025-RIO-0351-EJG,orange,Spain,Rioja,Rioja DOCa,2025,"Pinot Noir, Albarino, Zinfandel",15.2,1.5,sweet,2,2,84.8,8.91,Winery Boyer,147
352,WN-1989-JUR-0352-QLA,orange,France,Jura,Arbois,1989,"Chenin Blanc, Cabernet Sauvignon",15.9,1.5,off-dry,1,1,88.1,52.44,Domaine Delorme,242
353,WN-1998-PIE-0353-O4Q,white,Italy,Piedmont,Barbaresco,1998,"Tempranillo, Muscadet, Chenin Blanc",12.7,0.375,sweet,4,1,82.8,57.34,Cantina Guyon,6
354,WN-2021-TUS-0354-SHL,orange,Italy,Tuscany,Bolgheri,2021,Muscadet,13.6,0.75,dry,1,1,90.8,47.32,Chateau Allard,249
355,WN-1989-JUR-0355-0P9,red,France,Jura,Arbois,1989,"Nebbiolo, Sangiovese, Syrah",12.9,0.75,off-dry,3,3,99.6,88.06,Chateau Bonnet,55
356,WN-2006-SIC-0356-7VN,white,Italy,Sicily,Nero d'Avola IGT,2006,Muscadet,14.0,0.375,dry,3,4,99.8,54.9,Winery Letellier,16
357,WN-2006-RIA-0357-3KV,red,Spain,Rias Baixas,Rias Baixas DO,2006,Cabernet Sauvignon,13.3,1.5,dry,2,2,96.6,32.5,Marani Bouvier,10
358,WN-1980-RIO-0358-RYI,white,Spain,Rioja,Rioja DOCa,1980,Riesling,12.5,1.5,sweet,4,1,93.1,89.81,Estate Boyer,45
359,WN-2018-VEN-0359-JUF,red,Italy,Veneto,Prosecco,2018,"Sangiovese, Muscadet, Gewurztraminer",13.8,0.75,sweet,4,1,87.5,74.63,Maison Girard,216
360,WN-1983-KAK-0360-W1V,white,Georgia,Kakheti,Kakheti PDO,1983,"Sangiovese, Nebbiolo",14.2,0.75,dry,3,3,90.6,93.95,Bodegas Mary,196
361,WN-1999-PIE-0361-M6D,white,Italy,Piedmont,Barolo,1999,"Sangiovese, Pinot Gris",13.7,0.75,dry,1,2,90.4,40.44,Marani Martel,105
362,WN-2006-KAK-0362-9S8,white,Georgia,Kakheti,Kakheti PDO,2006,"Viognier, Pinot Gris",15.1,0.375,off-dry,3,3,93.8,18.21,Marani Gaudin,227
363,WN-1987-TUS-0363-Y2C,red,Italy,Tuscany,Bolgheri,1987,Tempranillo,15.3,0.375,sweet,2,3,82.5,17.37,Chateau Laporte,108
364,WN-1986-RIO-0364-EVV,white,Spain,Rioja,Rioja DOCa,1986,Sauvignon Blanc,14.0,0.75,dry,3,1,81.3,68.42,Chateau Barbier,200
365,WN-1985-KAK-0365-31T,orange,Georgia,Kakheti,Kakheti PDO,1985,Riesling,15.7,0.75,off-dry,2,5,95.6,63.23,Chateau Boyer,25
366,WN-2014-KAK-0366-49P,orange,Georgia,Kakheti,Kakheti PDO,2014,Pinot Gris,15.6,1.5,sweet,4,3,94.0,22.59,Chateau Grégoire,46
367,WN-2000-KAK-0367-EKV,red,Georgia,Kakheti,Kakheti PDO,2000,Chenin Blanc,11.6,0.375,off-dry,3,3,91.1,8.86,Winery Faure,126
368,WN-1998-RIO-0368-PXD,white,Spain,Rioja,Rioja DOCa,1998,"Chardonnay, Viognier",15.5,0.75,sweet,3,2,80.3,69.05,Chateau Lemoine,101
369,WN-1990-RIB-0369-11V,orange,Spain,Ribera del Duero,Ribera del Duero DO,1990,Sangiovese,15.9,0.75,dry,5,4,82.5,84.62,Marani Muller,71
370,WN-2022-RIB-0370-DBC,orange,Spain,Ribera del Duero,Ribera del Duero DO,2022,"Syrah, Gewurztraminer, Sauvignon Blanc",12.4,0.75,dry,1,3,89.8,26.93,Domaine Valentin,7
371,WN-2018-LOI-0371-ST3,orange,France,Loire,Chinon,2018,"Rkatsiteli, Tempranillo, Pinot Noir",14.1,0.375,dry,5,4,95.9,24.18,Marani Mercier,125
372,WN-1987-RHO-0372-ZRE,orange,France,Rhone,Chateauneuf-du-Pape,1987,"Chenin Blanc, Rkatsiteli",15.3,0.75,off-dry,1,1,83.5,67.64,Cantina Parent,226
373,WN-2016-RIB-0373-Y1K,white,Spain,Ribera del Duero,Ribera del Duero DO,2016,"Gewurztraminer, Cabernet Sauvignon, Zinfandel",13.9,0.75,sweet,2,5,81.1,30.02,Estate Huet,157
374,WN-1988-BUR-0374-CII,red,France,Burgundy,Maconnais,1988,"Sangiovese, Muscadet",11.1,1.5,off-dry,4,1,88.6,99.23,Estate Antoine,89
375,WN-1987-BOR-0375-QAL,orange,France,Bordeaux,Graves,1987,"Albarino, Merlot",13.7,0.375,off-dry,4,5,90.3,45.01,Maison Mathieu,178
376,WN-2011-RIB-0376-R42,orange,Spain,Ribera del Duero,Ribera del Duero DO,2011,Chardonnay,12.7,1.5,sweet,3,2,92.3,39.52,Estate Colas,51
377,WN-1983-KAK-0377-2RH,white,Georgia,Kakheti,Kakheti PDO,1983,"Muscadet, Syrah",15.0,1.5,sweet,1,5,81.9,37.0,Chateau Hoarau,145
378,WN-2022-PIE-0378-RX3,red,Italy,Piedmont,Barbaresco,2022,"Rkatsiteli, Chardonnay, Nebbiolo",13.0,1.5,sweet,4,5,83.6,6.77,Domaine Delorme,147
379,WN-2020-VEN-0379-L3C,white,Italy,Veneto,Soave,2020,Sauvignon Blanc,12.0,0.75,dry,2,2,94.9,77.73,Estate Valentin,105
380,WN-2021-RIB-0380-R9P,white,Spain,Ribera del Duero,Ribera del Duero DO,2021,Riesling,14.4,0.375,off-dry,2,1,83.0,7.63,Cantina Fournier,118
381,WN-1988-KAK-0381-A4D,orange,Georgia,Kakheti,Kakheti PDO,1988,Riesling,14.9,0.75,sweet,5,2,92.9,9.01,Marani Legendre,200
382,WN-2003-TUS-0382-5IE,red,Italy,Tuscany,Chianti Classico,2003,"Viognier, Syrah, Tempranillo",12.2,1.5,sweet,5,1,90.4,83.75,Cantina Faure,127
383,WN-1995-VEN-0383-N8L,red,Italy,Veneto,Soave,1995,"Chardonnay, Tempranillo",11.5,0.375,off-dry,4,4,85.1,61.0,Marani Humbert,136
384,WN-1997-RIA-0384-7YJ,red,Spain,Rias Baixas,Rias Baixas DO,1997,Sangiovese,13.4,0.75,off-dry,1,5,80.7,75.25,Maison Descamps,176
385,WN-1987-PIE-0385-4FP,red,Italy,Piedmont,Barolo,1987,"Semillon, Chenin Blanc, Syrah",11.0,0.75,off-dry,3,1,98.7,76.88,Cantina Guillon,53
386,WN-1985-RIO-0386-P0T,red,Spain,Rioja,Rioja DOCa,1985,"Gewurztraminer, Nebbiolo",15.6,0.75,sweet,4,1,96.5,71.36,Chateau Moreno,90
387,WN-1983-RIA-0387-FS8,orange,Spain,Rias Baixas,Rias Baixas DO,1983,"Malbec, Albarino, Chenin Blanc",15.0,0.375,dry,4,2,92.6,34.8,Chateau Barbe,28
388,WN-2008-KAK-0388-N4U,white,Georgia,Kakheti,Kakheti PDO,2008,"Tempranillo, Riesling",11.9,1.5,off-dry,3,2,81.7,39.92,Estate Gomes,224
389,WN-2019-BEA-0389-8GU,white,France,Beaujolais,Beaujolais-Villages,2019,"Semillon, Viognier, Chenin Blanc",12.0,1.5,dry,1,4,92.4,62.04,Domaine Bertin,22
390,WN-1987-RIB-0390-KYP,red,Spain,Ribera del Duero,Ribera del Duero DO,1987,Chardonnay,12.0,0.75,off-dry,4,4,82.6,86.35,Bodegas Martins,210
391,WN-1996-KAK-0391-YYZ,orange,Georgia,Kakheti,Kakheti PDO,1996,Zinfandel,13.3,0.375,off-dry,5,4,81.7,49.54,Winery Laroche,249
392,WN-1984-RIA-0392-JWK,red,Spain,Rias Baixas,Rias Baixas DO,1984,Cabernet Sauvignon,11.3,0.75,dry,4,3,99.9,94.24,Maison Auger,1
393,WN-2017-SIC-0393-JL9,red,Italy,Sicily,Etna,2017,Riesling,11.8,0.75,off-dry,4,2,81.8,72.47,Estate Bouvier,36
394,WN-1998-PIE-0394-GBG,red,Italy,Piedmont,Barbaresco,1998,"Zinfandel, Riesling",13.6,0.75,dry,3,4,95.3,19.37,Marani Dupuis,13
395,WN-2007-SIC-0395-MHK,white,Italy,Sicily,Nero d'Avola IGT,2007,Gewurztraminer,11.2,0.75,sweet,5,4,89.2,15.69,Domaine Aubry,31
396,WN-2013-SIC-0396-N7D,red,Italy,Sicily,Etna,2013,"Albarino, Nebbiolo, Viognier",12.2,0.75,sweet,1,3,80.5,69.72,Chateau Delaunay,100
397,WN-2009-KAK-0397-52K,white,Georgia,Kakheti,Kakheti PDO,2009,"Gewurztraminer, Chenin Blanc, Riesling",14.0,0.375,off-dry,1,5,99.0,35.87,Domaine Payet,54
398,WN-2004-BEA-0398-X8F,red,France,Beaujolais,Beaujolais-Villages,2004,Syrah,12.3,0.375,off-dry,1,1,97.0,20.48,Estate Leconte,72
399,WN-2023-RIB-0399-13W,red,Spain,Ribera del Duero,Ribera del Duero DO,2023,"Tempranillo, Sangiovese, Pinot Gris",15.2,1.5,dry,4,4,97.7,50.26,Estate Imbert,23
400,WN-2012-RIO-0400-P6R,white,Spain,Rioja,Rioja DOCa,2012,"Chenin Blanc, Semillon",14.2,1.5,dry,4,5,92.6,54.84,Cantina Ribeiro,119
401,WN-2013-KAK-0401-Z3M,orange,Georgia,Kakheti,Kakheti PDO,2013,"Pinot Noir, Muscadet",11.2,0.375,dry,5,1,90.2,44.24,Marani Albert,169
402,WN-1987-BEA-0402-3M7,white,France,Beaujolais,Fleurie,1987,"Chenin Blanc, Albarino, Zinfandel",15.2,0.375,dry,4,3,86.3,73.79,Marani Gomes,159
403,WN-2018-KAK-0403-X00,red,Georgia,Kakheti,Kakheti PDO,2018,"Pinot Gris, Nebbiolo",13.7,0.375,off-dry,1,1,83.4,50.33,Estate Hamel,222
404,WN-1985-VEN-0404-44T,white,Italy,Veneto,Valpolicella,1985,Tempranillo,11.1,0.375,dry,2,1,84.2,66.62,Bodegas Legrand,111
405,WN-2010-VEN-0405-K3O,red,Italy,Veneto,Prosecco,2010,"Merlot, Pinot Gris",11.8,0.375,sweet,4,4,89.4,86.68,Bodegas Petit,51
406,WN-2006-BOR-0406-ZTP,red,France,Bordeaux,Medoc,2006,"Muscadet, Zinfandel",14.7,0.75,dry,4,4,89.7,61.15,Marani Albert,59
407,WN-2010-PRO-0407-MIH,orange,France,Provence,Cotes de Provence,2010,Gewurztraminer,14.1,1.5,off-dry,4,4,80.4,32.36,Bodegas Loiseau,120
408,WN-1998-VEN-0408-GFR,red,Italy,Veneto,Prosecco,1998,"Syrah, Nebbiolo, Sangiovese",15.0,0.375,sweet,2,3,93.8,13.19,Marani Thibault,33
409,WN-1993-RIB-0409-CPW,white,Spain,Ribera del Duero,Ribera del Duero DO,1993,"Grenache, Merlot, Sangiovese",15.4,0.75,sweet,2,2,96.6,89.97,Maison Roussel,206
410,WN-2001-KAK-0410-Q4D,white,Georgia,Kakheti,Kakheti PDO,2001,"Grenache, Cabernet Sauvignon",12.3,0.375,sweet,5,5,93.4,72.11,Marani Legrand,204
411,WN-2012-BEA-0411-5FN,white,France,Beaujolais,Fleurie,2012,Albarino,14.1,0.375,off-dry,2,3,94.2,77.39,Marani Tanguy,187
412,WN-2006-ALS-0412-WI1,orange,France,Alsace,Alsace AOC,2006,Semillon,15.2,0.75,off-dry,3,5,83.4,30.27,Estate Benoit,92
413,WN-2007-RIO-0413-MO1,red,Spain,Rioja,Rioja DOCa,2007,"Nebbiolo, Chenin Blanc",15.8,1.5,sweet,3,1,88.9,78.16,Chateau Guillou,21
414,WN-2022-CHA-0414-06A,red,France,Champagne,Champagne AOC,2022,"Tempranillo, Muscadet, Grenache",15.9,1.5,sweet,5,3,88.4,89.15,Cantina Aubry,184
415,WN-2021-KAK-0415-HKB,red,Georgia,Kakheti,Kakheti PDO,2021,Cabernet Sauvignon,14.1,1.5,sweet,4,3,97.8,79.25,Estate Payet,198
416,WN-2013-RIA-0416-3KP,orange,Spain,Rias Baixas,Rias Baixas DO,2013,"Pinot Noir, Chardonnay, Viognier",13.6,0.75,sweet,3,2,80.5,89.58,Cantina Lévêque,61
417,WN-1996-RHO-0417-29U,orange,France,Rhone,Cote-Rotie,1996,"Sauvignon Blanc, Sangiovese, Pinot Gris",11.2,1.5,dry,4,3,91.4,5.5,Winery Muller,60
418,WN-1998-KAK-0418-DZ3,white,Georgia,Kakheti,Kakheti PDO,1998,"Muscadet, Tempranillo, Syrah",13.6,0.375,dry,3,5,91.6,83.17,Winery Moulin,116
419,WN-1988-RHO-0419-RPP,red,France,Rhone,Chateauneuf-du-Pape,1988,"Chardonnay, Chenin Blanc",11.4,1.5,sweet,4,5,91.2,78.99,Cantina Lemaître,149
420,WN-2012-RIO-0420-07N,white,Spain,Rioja,Rioja DOCa,2012,Gewurztraminer,14.6,0.375,sweet,5,5,82.4,25.2,Marani Jacquet,8
421,WN-2003-RIO-0421-2P7,red,Spain,Rioja,Rioja DOCa,2003,"Pinot Noir, Grenache, Sauvignon Blanc",11.8,0.75,off-dry,3,3,85.9,7.66,Domaine Barbier,36
422,WN-2011-SIC-0422-N44,white,Italy,Sicily,Etna,2011,Pinot Gris,13.7,0.375,dry,4,4,91.5,58.75,Winery Navarro,200
423,WN-2022-KAK-0423-BYP,red,Georgia,Kakheti,Kakheti PDO,2022,"Tempranillo, Rkatsiteli",11.4,1.5,sweet,5,4,87.7,90.52,Winery Devaux,138
424,WN-2016-LOI-0424-R6E,orange,France,Loire,Vouvray,2016,"Pinot Noir, Cabernet Sauvignon, Pinot Gris",14.2,0.375,dry,5,5,91.5,10.02,Bodegas Fischer,192
425,WN-1993-KAK-0425-PO4,red,Georgia,Kakheti,Kakheti PDO,1993,Muscadet,13.2,1.5,sweet,3,4,91.8,51.69,Maison Hernandez,87
426,WN-1987-RIB-0426-WLA,white,Spain,Ribera del Duero,Ribera del Duero DO,1987,Cabernet Sauvignon,11.8,0.375,dry,3,1,83.1,95.46,Domaine Raymond,15
427,WN-2000-VEN-0427-SS8,red,Italy,Veneto,Prosecco,2000,Nebbiolo,15.5,0.75,off-dry,1,1,84.1,76.45,Bodegas Guibert,126
428,WN-2015-JUR-0428-1XE,orange,France,Jura,Arbois,2015,"Viognier, Gewurztraminer",11.1,1.5,dry,1,3,91.1,60.69,Chateau Evrard,63
429,WN-2020-RIB-0429-38W,orange,Spain,Ribera del Duero,Ribera del Duero DO,2020,"Chardonnay, Tempranillo, Sangiovese",13.7,0.375,dry,5,4,99.2,57.74,Maison Petit,0
430,WN-2010-KAK-0430-TCD,orange,Georgia,Kakheti,Kakheti PDO,2010,"Zinfandel, Riesling",15.2,0.75,off-dry,2,5,96.8,31.72,Domaine Martineau,189
431,WN-2007-LOI-0431-XLH,orange,France,Loire,Sancerre,2007,Zinfandel,13.5,0.75,sweet,3,3,99.6,72.24,Cantina Lenoir,62
432,WN-1988-TUS-0432-OC5,orange,Italy,Tuscany,Bolgheri,1988,"Merlot, Zinfandel, Gewurztraminer",11.0,0.375,sweet,2,4,91.1,71.17,Marani Ribeiro,195
433,WN-2022-BEA-0433-Q7Q,white,France,Beaujolais,Fleurie,2022,"Pinot Gris, Sangiovese",15.9,0.75,sweet,3,4,83.5,77.96,Maison Dupré,31
434,WN-1992-PRO-0434-ZVA,orange,France,Provence,Cotes de Provence,1992,Zinfandel,14.1,1.5,dry,2,4,99.3,8.5,Marani Duval,231
435,WN-2016-RIO-0435-JUI,orange,Spain,Rioja,Rioja DOCa,2016,"Gewurztraminer, Albarino, Cabernet Sauvignon",12.0,1.5,sweet,5,5,83.5,60.88,Chateau Lucas,32
436,WN-2024-SIC-0436-ESR,orange,Italy,Sicily,Etna,2024,"Cabernet Sauvignon, Zinfandel, Riesling",14.4,0.75,dry,4,1,97.1,35.68,Estate Aubry,70
437,WN-1997-ALS-0437-Y87,white,France,Alsace,Alsace AOC,1997,"Cabernet Sauvignon, Chenin Blanc",12.6,0.75,dry,3,1,97.6,81.73,Bodegas Ferreira,250
438,WN-1984-KAK-0438-BM2,white,Georgia,Kakheti,Kakheti PDO,1984,"Malbec, Pinot Gris, Merlot",13.4,0.375,sweet,3,3,84.9,49.99,Winery Gautier,213
439,WN-2017-RIO-0439-KWC,orange,Spain,Rioja,Rioja DOCa,2017,Viognier,15.9,0.375,off-dry,3,1,95.7,10.89,Marani Bernier,14
440,WN-1998-BEA-0440-WDX,orange,France,Beaujolais,Fleurie,1998,"Syrah, Pinot Gris",14.1,0.75,dry,5,5,80.2,41.47,Estate Lenoir,225
441,WN-2001-LAN-0441-P0Q,white,France,Languedoc,Faugeres,2001,"Chardonnay, Pinot Gris, Zinfandel",11.1,1.5,dry,5,2,98.1,16.97,Cantina Meyer,90
442,WN-1988-KAK-0442-LMN,white,Georgia,Kakheti,Kakheti PDO,1988,"Muscadet, Nebbiolo",13.6,1.5,off-dry,3,5,97.7,78.67,Domaine Maillard,120
443,WN-2012-KAK-0443-Y4U,red,Georgia,Kakheti,Kakheti PDO,2012,"Grenache, Nebbiolo, Sangiovese",12.0,0.375,sweet,2,1,86.8,68.45,Marani Carre,153
444,WN-1990-VEN-0444-HR1,red,Italy,Veneto,Valpolicella,1990,Chenin Blanc,15.4,0.375,off-dry,2,1,92.8,70.86,Marani Texier,159
445,WN-1991-RIO-0445-9HK,white,Spain,Rioja,Rioja DOCa,1991,Sangiovese,11.0,0.75,dry,5,1,82.8,46.84,Winery Lacroix,11
446,WN-2015-SIC-0446-7KI,red,Italy,Sicily,Nero d'Avola IGT,2015,Albarino,12.0,0.375,off-dry,1,1,96.6,18.04,Chateau Wagner,86
447,WN-1987-KAK-0447-BWG,orange,Georgia,Kakheti,Kakheti PDO,1987,Tempranillo,15.0,0.375,sweet,4,3,86.4,45.81,Bodegas Le Goff,235
448,WN-1995-SIC-0448-XCS,orange,Italy,Sicily,Nero d'Avola IGT,1995,Malbec,15.0,0.375,sweet,5,4,84.2,12.73,Marani Martins,202
449,WN-2009-VEN-0449-HH5,red,Italy,Veneto,Soave,2009,Rkatsiteli,14.6,1.5,sweet,4,4,89.5,60.21,Maison Torres,53
450,WN-2004-KAK-0450-SMQ,red,Georgia,Kakheti,Kakheti PDO,2004,"Albarino, Sangiovese, Riesling",13.8,0.375,dry,3,4,90.4,26.87,Maison Couturier,119
451,WN-2000-RIB-0451-JIE,red,Spain,Ribera del Duero,Ribera del Duero DO,2000,"Syrah, Merlot",11.9,0.375,off-dry,1,3,98.0,32.98,Chateau Aubry,201
452,WN-2001-BEA-0452-1KM,red,France,Beaujolais,Fleurie,2001,Rkatsiteli,12.3,1.5,sweet,3,2,94.1,99.81,Cantina Bodin,2
453,WN-2010-RIA-0453-3MD,white,Spain,Rias Baixas,Rias Baixas DO,2010,"Sauvignon Blanc, Tempranillo, Syrah",12.1,1.5,sweet,2,4,84.7,60.77,Marani Camus,184
454,WN-1993-RIA-0454-IP1,orange,Spain,Rias Baixas,Rias Baixas DO,1993,"Chenin Blanc, Cabernet Sauvignon",11.2,0.375,sweet,2,3,98.9,5.92,Winery Deschamps,86
455,WN-1981-PIE-0455-8CN,red,Italy,Piedmont,Barolo,1981,"Grenache, Tempranillo, Zinfandel",15.9,0.75,sweet,5,5,91.5,42.13,Estate Roux,52
